2024-09-13T16:17:33.159Z - IP: 51.208.59.112, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:43.112Z - IP: 5ee:e85d:1c10:7a21:d8fb:98d7:fce8:eef1, Status: Tráfego bloqueado: requisição de 6659B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.113Z - IP: 64f4:f6cc:5901:fec0:8641:6584:a8af:adf, Status: Tráfego bloqueado: requisição de 4858B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.113Z - IP: 9d2:94d3:d491:e4dd:d7:1392:cbbd:da37, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:43.113Z - IP: 47.254.191.137, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:43.114Z - IP: 89a5:6093:211f:4c11:357a:8f23:8efc:34c7, Status: Tráfego bloqueado: requisição de 6372B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.114Z - IP: 133.171.94.38, Status: Tráfego bloqueado: requisição de 5188B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.114Z - IP: 79e1:b6ed:82a5:2a47:48bf:7de0:8388:4e7c, Status: Tráfego bloqueado: requisição de 6200B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.115Z - IP: fa4b:6240:6684:3071:1e7f:896a:4202:bf5e, Status: Tráfego bloqueado: requisição de 5179B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.115Z - IP: 105.99.227.146, Status: Tráfego bloqueado: requisição de 6583B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.115Z - IP: 49d0:2a8:9f69:234c:468d:6278:7d14:1286, Status: Tráfego bloqueado: requisição de 5568B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.116Z - IP: d93a:acac:3e3c:7a4e:9802:e363:2afc:755f, Status: Tráfego bloqueado: requisição de 5311B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.116Z - IP: ac56:76b3:3e61:51ae:d6f0:5f88:dea4:b4f7, Status: Tráfego bloqueado: requisição de 6104B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.117Z - IP: 5d2d:7a3:1701:d119:88b9:6adc:e6a7:f6e3, Status: Tráfego bloqueado: requisição de 5387B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.117Z - IP: 6b70:a719:2d61:eed5:56:fe1a:8c9f:5ec6, Status: Tráfego bloqueado: requisição de 6644B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.117Z - IP: 666e:cf1f:54a4:4e1b:e95f:2bfb:ff97:bffa, Status: Tráfego bloqueado: requisição de 6497B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.118Z - IP: 76.127.48.86, Status: Tráfego bloqueado: requisição de 6094B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.118Z - IP: 8003:4983:5f41:5d77:fdb8:fae0:eaa2:3767, Status: Tráfego bloqueado: requisição de 5280B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.118Z - IP: 131.131.216.185, Status: Tráfego bloqueado: requisição de 5908B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.119Z - IP: 134.197.4.141, Status: Tráfego bloqueado: requisição de 6161B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.119Z - IP: e25f:e8f3:cea8:3b65:ca93:6989:6b0b:de70, Status: Tráfego bloqueado: requisição de 6052B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.119Z - IP: 207.15.178.102, Status: Tráfego bloqueado: requisição de 5613B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.120Z - IP: 163.245.122.106, Status: Tráfego bloqueado: requisição de 5259B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.120Z - IP: bf02:3897:518b:dc91:655e:8711:870e:3623, Status: Tráfego bloqueado: requisição de 5460B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.121Z - IP: 83.198.197.18, Status: Tráfego bloqueado: requisição de 4976B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.121Z - IP: 157.173.182.185, Status: Tráfego bloqueado: requisição de 6606B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.121Z - IP: 174.210.112.8, Status: Tráfego bloqueado: requisição de 6098B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.122Z - IP: 32a8:a3c2:916:868b:f42d:1ed7:174:78e0, Status: Tráfego bloqueado: requisição de 5345B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.122Z - IP: 104.30.223.71, Status: Tráfego bloqueado: requisição de 5611B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.123Z - IP: a1f0:4e1a:98f5:f7a:7fbc:a76a:ca0:ef22, Status: Tráfego bloqueado: requisição de 5083B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.123Z - IP: 97a6:9bb7:7ae3:f32d:8afd:c839:bcfd:c4c5, Status: Tráfego bloqueado: requisição de 5197B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.123Z - IP: 158.227.15.218, Status: Tráfego bloqueado: requisição de 5934B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.124Z - IP: 157.215.254.41, Status: Tráfego bloqueado: requisição de 6697B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.124Z - IP: 138.125.81.198, Status: Tráfego bloqueado: requisição de 5479B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.124Z - IP: 199.73.76.226, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:43.125Z - IP: 87d:ddbb:2214:6e0e:c180:383c:cf84:923b, Status: Tráfego bloqueado: requisição de 6305B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.125Z - IP: f363:9005:5568:a4e9:a21a:d1d2:a1f2:9cb5, Status: Tráfego bloqueado: requisição de 6703B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.125Z - IP: 112.150.2.246, Status: Tráfego bloqueado: requisição de 7044B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.126Z - IP: 2f91:db08:4f60:7df6:8b17:3028:7d7e:72e8, Status: Tráfego bloqueado: requisição de 6133B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.126Z - IP: 206.11.170.251, Status: Tráfego bloqueado: requisição de 4607B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.126Z - IP: acfc:c098:ee0:25c5:b8b3:c2d3:26d8:88f2, Status: Tráfego bloqueado: requisição de 6687B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.126Z - IP: 214b:b52f:cb4c:47b5:f162:e1a3:7734:d5c, Status: Tráfego bloqueado: requisição de 6851B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.127Z - IP: 5fd8:9eb8:a6f1:de96:99fa:13ae:71a2:2c16, Status: Tráfego bloqueado: requisição de 7210B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.127Z - IP: 214.104.99.100, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:43.128Z - IP: 189.167.120.240, Status: Tráfego bloqueado: requisição de 6663B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.128Z - IP: 338d:611d:231b:7c1a:37a1:5c1:27d7:b2a1, Status: Tráfego bloqueado: requisição de 5018B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.128Z - IP: 8.84.15.176, Status: Tráfego bloqueado: requisição de 5511B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.128Z - IP: 158.196.233.72, Status: Tráfego bloqueado: requisição de 5293B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.129Z - IP: 152.69.89.147, Status: Tráfego bloqueado: requisição de 5701B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.129Z - IP: 2bf1:639:c05e:6739:ab23:e983:2eba:2bb2, Status: Tráfego bloqueado: requisição de 5288B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.129Z - IP: 9551:2036:776b:e0bf:6334:cf22:54d7:91c4, Status: Tráfego bloqueado: requisição de 4906B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.130Z - IP: cadb:cd4c:68e3:176e:9444:be3a:fa2a:7f07, Status: Tráfego bloqueado: requisição de 5980B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.130Z - IP: 68.152.119.19, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:43.130Z - IP: 76.79.57.76, Status: Tráfego bloqueado: requisição de 5147B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.130Z - IP: c31f:7f32:87e2:70b5:2bfd:f55:eda0:b, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:43.131Z - IP: 2e9e:dcc4:3287:d4fb:e13:b55a:235a:e21f, Status: Tráfego bloqueado: requisição de 6676B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.131Z - IP: 33.214.156.239, Status: Tráfego bloqueado: requisição de 6856B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.131Z - IP: 150.193.32.191, Status: Tráfego bloqueado: requisição de 4747B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.132Z - IP: 168.227.113.60, Status: Tráfego bloqueado: requisição de 5695B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.132Z - IP: b960:4820:a0a7:6986:8f9f:bc3c:a3a5:ee03, Status: Tráfego bloqueado: requisição de 6206B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.132Z - IP: 145.127.219.159, Status: Tráfego bloqueado: requisição de 4504B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.133Z - IP: 840:ccdb:660f:2e39:c8ee:61ba:6603:4d4b, Status: Tráfego bloqueado: requisição de 4486B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.133Z - IP: 9698:6921:bf76:9c6c:232b:be41:a4e9:1831, Status: Tráfego bloqueado: requisição de 5907B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.133Z - IP: 6c40:1a4c:3d15:ddba:b21c:ea87:976d:5e11, Status: Tráfego bloqueado: requisição de 5012B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.133Z - IP: 1065:f950:1dca:739b:da2d:38fd:9b57:92c9, Status: Tráfego bloqueado: requisição de 5131B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.134Z - IP: 86.165.249.64, Status: Tráfego bloqueado: requisição de 6491B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.134Z - IP: 4.192.165.213, Status: Tráfego bloqueado: requisição de 5591B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.134Z - IP: 190.154.254.227, Status: Tráfego bloqueado: requisição de 6652B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.135Z - IP: 80d7:ac26:229a:ecdd:5d50:eb5d:4fdd:2e38, Status: Tráfego bloqueado: requisição de 5502B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.135Z - IP: 146.190.247.195, Status: Tráfego bloqueado: requisição de 5896B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.135Z - IP: aeb8:540c:298e:ad3f:fec1:48d7:631c:79dd, Status: Tráfego bloqueado: requisição de 5937B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.136Z - IP: 77.210.72.151, Status: Tráfego bloqueado: requisição de 4755B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.136Z - IP: 42.99.254.117, Status: Tráfego bloqueado: requisição de 4958B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.136Z - IP: 223.131.13.44, Status: Tráfego bloqueado: requisição de 4938B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.137Z - IP: 183.207.45.149, Status: Tráfego bloqueado: requisição de 4800B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.137Z - IP: 83.8.77.98, Status: Tráfego bloqueado: requisição de 5128B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.137Z - IP: 151.110.76.163, Status: Tráfego bloqueado: requisição de 6334B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.137Z - IP: 207.104.82.221, Status: Tráfego bloqueado: requisição de 5636B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.138Z - IP: da84:3cb6:399b:6fbf:e753:f08e:942d:b016, Status: Tráfego bloqueado: requisição de 6662B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.138Z - IP: 46cb:fa42:87a5:6d98:24dc:332d:967a:e46d, Status: Tráfego bloqueado: requisição de 4971B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.138Z - IP: b0f8:bc66:ce0c:e0c5:7989:646d:365e:ab99, Status: Tráfego bloqueado: requisição de 5540B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.139Z - IP: aa42:53cb:bb55:b057:3532:6874:2f37:6eb3, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:43.139Z - IP: 200.187.96.199, Status: Tráfego bloqueado: requisição de 5097B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.139Z - IP: 9.213.103.82, Status: Tráfego bloqueado: requisição de 4698B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.139Z - IP: 75.102.168.36, Status: Tráfego bloqueado: requisição de 6298B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.140Z - IP: 8e41:6929:40b7:a70d:3cf4:5360:8c83:4ca3, Status: Tráfego bloqueado: requisição de 5097B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.140Z - IP: e0e9:2dbe:fed6:ad24:edb3:cb1a:50e2:42f9, Status: Tráfego bloqueado: requisição de 5417B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.141Z - IP: 157.239.219.163, Status: Tráfego bloqueado: requisição de 6051B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.141Z - IP: 4ce6:f55:5e80:729b:9b2:26a8:2cc4:1ef, Status: Tráfego bloqueado: requisição de 4911B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.141Z - IP: 140.197.95.11, Status: Tráfego bloqueado: requisição de 6622B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.141Z - IP: 19c4:9d9a:19fa:fb74:bd9:7e19:679b:680e, Status: Tráfego bloqueado: requisição de 6631B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.142Z - IP: 711a:b6a6:efbb:acf0:35d7:1d27:45d6:a54d, Status: Tráfego bloqueado: requisição de 5061B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.142Z - IP: 41.175.119.196, Status: Tráfego bloqueado: requisição de 6343B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.142Z - IP: 945:31a1:42e1:435:1609:553c:291a:1637, Status: Tráfego bloqueado: requisição de 5911B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.143Z - IP: 28.38.78.69, Status: Tráfego bloqueado: requisição de 5201B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.143Z - IP: 112c:c8d2:6c1e:7f04:ef8d:9ec3:4cbf:c76f, Status: Tráfego bloqueado: requisição de 5762B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.143Z - IP: 7ef1:5f27:749c:691b:d7cc:1738:82a3:318b, Status: Tráfego bloqueado: requisição de 5142B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.144Z - IP: cdec:66f7:c2aa:d47:137e:ac8b:8546:34f5, Status: Tráfego bloqueado: requisição de 4970B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.144Z - IP: 651:d35b:6c95:fc2b:e9a2:2107:beee:589c, Status: Tráfego bloqueado: requisição de 5074B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.144Z - IP: 9eac:4815:9f7b:1ce1:338a:f2ae:9317:82ba, Status: Tráfego bloqueado: requisição de 4797B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.145Z - IP: 55.0.37.71, Status: Tráfego bloqueado: requisição de 4871B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.145Z - IP: 37.232.27.214, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:43.145Z - IP: 817a:91df:c813:6f54:313a:27f2:bc6c:2926, Status: Tráfego bloqueado: requisição de 6556B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.146Z - IP: 84.108.251.163, Status: Tráfego bloqueado: requisição de 4840B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.146Z - IP: 170.193.82.164, Status: Tráfego bloqueado: requisição de 5861B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.146Z - IP: b84:1119:ecd3:7417:e15f:1e51:b38d:8c9f, Status: Tráfego bloqueado: requisição de 6084B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.146Z - IP: 24ae:66cf:a748:3c37:3c11:95ed:ec7e:1d9c, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:43.147Z - IP: 45.168.143.202, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:43.147Z - IP: 114.152.207.68, Status: Tráfego bloqueado: requisição de 4710B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.147Z - IP: ba31:4f45:37c1:80dc:843c:34b4:69c1:6e85, Status: Tráfego bloqueado: requisição de 5899B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.148Z - IP: a6c5:5658:2f13:ad06:6580:b465:5ef7:e7a7, Status: Tráfego bloqueado: requisição de 4816B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.148Z - IP: 173.5.233.62, Status: Tráfego bloqueado: requisição de 4683B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.148Z - IP: 32.113.238.66, Status: Tráfego bloqueado: requisição de 6589B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.148Z - IP: 114.178.26.141, Status: Tráfego bloqueado: requisição de 6178B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.149Z - IP: a6ad:ee4b:bb36:5932:11c0:e992:c1b8:3a59, Status: Tráfego bloqueado: requisição de 6004B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.149Z - IP: b719:265f:d266:7de7:9527:e7d4:1c45:143a, Status: Tráfego bloqueado: requisição de 5029B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.149Z - IP: 41.94.215.73, Status: Tráfego bloqueado: requisição de 5471B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.150Z - IP: 24.105.146.28, Status: Tráfego bloqueado: requisição de 6368B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.150Z - IP: 28de:7336:4935:dca2:7c62:8bcc:638d:c7e3, Status: Tráfego bloqueado: requisição de 4570B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.150Z - IP: de0e:f736:f72f:867:ebab:b19:faf:3f6d, Status: Tráfego bloqueado: requisição de 4668B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.151Z - IP: 89.190.237.232, Status: Tráfego bloqueado: requisição de 5211B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.151Z - IP: 3350:815c:a4c0:85fd:3468:87ae:8a07:11b1, Status: Tráfego bloqueado: requisição de 5754B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.151Z - IP: 154.159.15.221, Status: Tráfego bloqueado: requisição de 4016B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.152Z - IP: cfea:a9dc:70b3:d476:8bcf:8076:6848:de81, Status: Tráfego bloqueado: requisição de 4022B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.152Z - IP: 137b:30a9:49d5:5270:5526:a6ab:ee7:1e9d, Status: Tráfego bloqueado: requisição de 4054B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.152Z - IP: 12.179.79.110, Status: Tráfego bloqueado: requisição de 4039B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.153Z - IP: 83f7:bb8:582b:7113:7124:fe23:31e:15ab, Status: Tráfego bloqueado: requisição de 4026B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.153Z - IP: 36.205.121.179, Status: Tráfego bloqueado: requisição de 4015B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.153Z - IP: 12.153.249.226, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:43.154Z - IP: 126.254.141.90, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:43.154Z - IP: 69.10.142.80, Status: Tráfego bloqueado: requisição de 4011B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.154Z - IP: 122.250.20.121, Status: Tráfego bloqueado: requisição de 4051B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.155Z - IP: 102.47.176.34, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:43.155Z - IP: 199.8.234.175, Status: Tráfego bloqueado: requisição de 4050B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.155Z - IP: 111.111.53.225, Status: Tráfego bloqueado: requisição de 4049B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.156Z - IP: 22.46.203.86, Status: Tráfego bloqueado: requisição de 4041B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.156Z - IP: 128.172.34.235, Status: Tráfego bloqueado: requisição de 4014B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.156Z - IP: 56.45.93.156, Status: Tráfego bloqueado: requisição de 4016B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.156Z - IP: 149.162.13.8, Status: Tráfego bloqueado: requisição de 4016B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.157Z - IP: 179.113.4.8, Status: Tráfego bloqueado: requisição de 4023B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.157Z - IP: 1176:40aa:d6d4:c0a9:db19:acec:bd2d:ffd4, Status: Tráfego bloqueado: requisição de 4049B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.158Z - IP: 45.224.237.0, Status: Tráfego bloqueado: requisição de 4037B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.158Z - IP: 165.229.90.124, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:43.158Z - IP: 56.201.1.75, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:43.159Z - IP: fdd9:4af3:3dbe:6a86:eb8c:da39:312a:fb1b, Status: Tráfego bloqueado: requisição de 4033B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.159Z - IP: 93.17.250.26, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:43.159Z - IP: 1a55:9752:aeab:23ae:bb27:fd21:cb41:3ebf, Status: Tráfego bloqueado: requisição de 4044B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.159Z - IP: b278:12eb:215d:301c:6354:7c90:4cbb:a00b, Status: Tráfego bloqueado: requisição de 4049B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.160Z - IP: 22.239.229.138, Status: Tráfego bloqueado: requisição de 4013B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.160Z - IP: 91.33.254.75, Status: Tráfego bloqueado: requisição de 4043B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.160Z - IP: 29.253.123.49, Status: Tráfego bloqueado: requisição de 4040B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.161Z - IP: 190.107.4.49, Status: Tráfego bloqueado: requisição de 4016B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.161Z - IP: 16.0.63.142, Status: Tráfego bloqueado: requisição de 4046B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.161Z - IP: 200.83.201.252, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:43.162Z - IP: 113.160.142.237, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:43.162Z - IP: 137.182.239.87, Status: Tráfego bloqueado: requisição de 4017B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.162Z - IP: 202.67.253.182, Status: Tráfego bloqueado: requisição de 4014B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.163Z - IP: 24.230.168.185, Status: Tráfego bloqueado: requisição de 4020B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.163Z - IP: 203.46.234.253, Status: Tráfego bloqueado: requisição de 4017B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.163Z - IP: 186.254.225.4, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:43.164Z - IP: 24.252.115.214, Status: Tráfego bloqueado: requisição de 4011B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.164Z - IP: 195.224.216.178, Status: Tráfego bloqueado: requisição de 4013B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.164Z - IP: 133.124.141.78, Status: Tráfego bloqueado: requisição de 4031B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.164Z - IP: 12.7.166.22, Status: Tráfego bloqueado: requisição de 4034B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.165Z - IP: f022:552b:8af8:51ae:17a4:6579:b281:28c8, Status: Tráfego bloqueado: requisição de 4036B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.165Z - IP: 4ae2:2786:38d6:aff3:53f2:86dc:4759:d8b2, Status: Tráfego bloqueado: requisição de 4023B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.165Z - IP: 166.173.158.82, Status: Tráfego bloqueado: requisição de 4018B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.165Z - IP: 848e:d9fe:ba1a:519a:1f38:490b:f047:508a, Status: Tráfego bloqueado: requisição de 4023B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.166Z - IP: 182.105.135.1, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:43.166Z - IP: ae8c:6165:c111:b57f:e269:914e:d6fb:283b, Status: Tráfego bloqueado: requisição de 4025B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.166Z - IP: 188.101.116.213, Status: Tráfego bloqueado: requisição de 4015B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.167Z - IP: 23.192.241.41, Status: Tráfego bloqueado: requisição de 4397B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.167Z - IP: 10.84.188.36, Status: Tráfego desconhecido permitido, Severidade: 0
2024-09-13T16:17:43.167Z - IP: 44.99.125.145, Status: Tráfego bloqueado: requisição de 4034B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.168Z - IP: 47.10.30.32, Status: Tráfego bloqueado: requisição de 4050B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.168Z - IP: 182.97.110.25, Status: Tráfego bloqueado: requisição de 4044B excede limite máximo de tamanho, Severidade: 4
2024-09-13T16:17:43.168Z - IP: 115.204.145.38, Status: Tráfego bloqueado: requisição de 4023B excede limite máximo de tamanho, Severidade: 4
